tag,count,company,possible parent
debt management,13,,
party games,13,,
early childhood education,13,,
candy non,13,,
chocolate category,13,,
coffee creamers category,13,,
fashion enthusiasts,13,,
klm,13,,
gazeuses,13,,
kit,13,,
variete unique,13,,
"maquillage, demaquillants et parfums",13,,
brand product,13,,
ebro foods,13,,
detergent,13,,
poudre,13,,
melange,13,,
confiserie biscuits & snacks,13,,
monoprix,13,,
grains,13,,
iberia,13,,
7999,13,,
tf47058170714_group_m_,13,,
smoothie king,13,,
xhosa,13,,
fitness trackers,13,,
psychol,13,,
retail propensity,13,,
addiction medicine,13,,
aircraft owner,13,,
short,13,,
papa johns pizza,13,,
lucky brand,13,,
essence,13,,
boats and watercraft,13,,
donor categories,13,,
smartprofile,13,,
art and handicrafts,13,,
little caesars pizza,13,,
drug store,13,,
lakes,13,,
meditation,13,,
northeast brazil,13,,
adelaide,13,,
nsw,13,,
goldfish,13,,
dlx_land,13,,
racing gamers,13,,
temple_express_er_,13,,
supply chain manager,13,,
software configuration management,13,,
cumberland farms,13,,
kurdish,13,,
somali,13,,
nepali,13,,
chantix,13,,
camping and hiking,13,,
dhl,13,,
investment income,13,,
facebook users,13,,
luxury fashion,13,,
coffee drinkers,13,,
womens accessories,13,,
ramada,13,,
female age 18,13,,
food & wine,13,,
acupuncture,13,,
folk,13,,
communications technology,13,,
avia,13,,
tropical smoothie cafe,13,,
payless,13,,
vehicle manufacturer type,13,,
wet dog food,13,,
led tv,13,,
cooking and salad oils,13,,
chex,13,,
travel and local,13,,
tomato sauce,13,,
dried fruit category,13,,
kitchen accessory category,13,,
fast food and drive ins,13,,
ben,13,,
"meat, poultry, seafood",13,,
boomers,13,,
sugar category,13,,
general credit,13,,
refrigerated side dishes category,13,,
cleaning implement and supply category,13,,
golfing,13,,
$200mm,13,,
mobile 30 days,13,,
home furnishings retailers,13,,
venmo,13,,
housing and real estate,13,,
sports interests,13,,
a18,13,,
new 2017 mosaic,13,,
insurances,13,,
very low,13,,
targeting _appnexus,13,,
risk,13,,
online + offline,13,,
age 65,13,,
10m,13,,
premium income,13,,
arts&entertainment,13,,
keyword list,13,,
_peer39,13,,
company credit worthiness,13,,
male/men,13,,
nut butter,13,,
"4,999 employees",13,,
cohen,13,,
recent personal finance visit,13,,
identity,13,,
pc gamers,13,,
custom crafted,13,,
blaster,13,,
condiments  spices  dressings  sauces and preserves,13,,
canal,13,,
airport visitors,13,,
movie theater visitors,13,,
above the fold,13,,
adam,13,,
male 55,13,,
diy lovers,13,,
church's chicken,13,,
intention d'achat,13,,
valassis,13,,
income changes & status,13,,
naturals,13,,
ciencia,13,,
rtr,13,,
201807,13,,
lrc_dds_appnexus_petsmart,13,,
"deals, coupons & rewards",13,,
anz,13,,
vip,13,,
_audience_,13,,
mr,13,,
a04,13,,
b07,13,,
premium hotels,13,,
parks and gardens,13,,
vwbinek,13,,
prestige cosmetics,13,,
riders,13,,
holiday shopping intent audiences powered by jumpshot,13,,
working with a budget,13,,
amaysim,13,,
chateau,13,,
rinse,13,,
combined loan to value ratio,13,,
technologies,13,,
women's jewelry,13,,
productfeed,13,,
amazon echo,13,,
attp,13,,
ca prospect,13,,
colleges,13,,
memorial,13,,
affiperf boston,13,,
longhorn,13,,
justin,13,,
vienne,13,,
savoie,13,,
depor,13,,
peru21,13,,
trome,13,,
3month,13,,
vm,13,,
consumerspend jewelry,13,,
vehicle codes and driving laws,13,,
industrial materials and equipment,13,,
oriented games and activities,13,,
clubs and organizations,13,,
dating and personals,13,,
subcultures and niche interests,13,,
libraries and museums,13,,
photo and video services,13,,
press,13,,
collab,13,,
jan2019.heartssci.apn.att.abm.y.lb.jh,13,,
cold,13,,
district,13,,
lock,13,,
11 newspapers,13,,
frequent flyer program member,13,,
equipements,13,,
amnet la,13,,
jfm,13,,
emetriq special,13,,
emetriq electronic,13,,
emetriq style and fashion,13,,
jirnexu,13,,
planet oat,13,,
zero,13,,
dedication spectrum,13,,
investments & retirement,13,,
comfortable households,13,,
recent home buyer,13,,
hush puppies,13,,
auto loan behavior,13,,
mortgage borrowing behavior,13,,
manufacturing brand buyers,13,,
database and file management,13,,
hr and recruiting,13,,
state and province,13,,
lower gi in,13,,
flour and meal,13,,
shelf stable canned juices,13,,
serve wet soup,13,,
new year's sale shoppers,13,,
places visited overnight or longer,13,,
sports and tv specials,13,,
live sports and tv specials,13,,
broadcast sports,13,,
likely home hair coloring product type,13,,
likely age,13,,
likely accessory type,13,,
economic stability indicator,13,,
specialty age range,13,,
lvrj,13,,
peirce phelps dealer,13,,
precision_general,13,,
car owners/drivers,13,,
nab,13,,
smile,13,,
2019_bau_display_starcom,13,,
at&t business,13,,
likely loans,13,,
remoteness,13,,
employment type,13,,
cooking lovers,13,,
oui,13,,
20190415,13,,
digitale,13,,
"2019_dairy,",13,,
fy20,13,,
201905_odc,13,,
media interactiva,13,,
friendly behaviors,13,,
600 fair go,13,,
bourgeois melting pot,13,,
booking preference,13,,
supermarket likely to frequent,13,,
government sector,13,,
arts and design,13,,
"managers, supervisors",13,,
b&j,13,,
vacation rental sites,13,,
likely use flea and tick and parasite product,13,,
insticator,13,,
authentic,13,,
buildings and structures,13,,
cotton on,13,,
premium rental,13,,
studio rental,13,,
university graduate or above,13,,
group travellers,13,,
weekend travellers,13,,
wireless loyalist,13,,
feed,13,,
holiday tv,13,,
radiance,13,,
men's and women's clothes,13,,
sons,13,,
little,13,,
amobee,13,,
cadreon modeled audiences,13,,
parents a25,13,,
ca tmg analytics,13,,
jms national,13,,
sciences et technologies,13,,
owner brand,13,,
households with moms,13,,
1130636_me_presque_isle_atlantic_business_college_7.23.19_,13,,
telecharge ticket buyers,13,,
job title board directors and company owners,13,,
job title management,13,,
parents with children / kids,13,,
pet owners with cats,13,,
pet owners with dogs,13,,
purchase intent in auto parts and repair services,13,,
purchase intent in audio and stereo,13,,
purchase intent in cameras and photography,13,,
purchase intent in software,13,,
purchase intent in tv and dvd and videos,13,,
purchase intent in hair care products,13,,
purchase intent in make up products,13,,
purchase intent in perfumes,13,,
purchase intent in cleaning products,13,,
purchase intent in pet supplies,13,,
purchase intent in audiobooks,13,,
purchase intent in digital games,13,,
purchase intent in dvds and bluerays,13,,
purchase intent in music and cds,13,,
purchase intent in bed and bath,13,,
purchase intent in furniture,13,,
purchase intent in home improvement,13,,
purchase intent in patio and gardening,13,,
purchase intent in accommodation / hotels,13,,
purchase intent in attraction / amusement parks,13,,
purchase intent in budget travel,13,,
purchase intent in business travel,13,,
purchase intent in car rentals,13,,
travel destination africa,13,,
travel destination asia,13,,
travel destination australia and pacific islands,13,,
travel destination europe,13,,
travel destination north america,13,,
travel destination south america,13,,
purchase intent in flights ticket,13,,
purchase intent in vacation packages,13,,
gossips and celebrities,13,,
indie music,13,,
news enthusiasts,13,,
confectionery lovers,13,,
afl football,13,,
jogging / running,13,,
mobile phones / cell phones,13,,
christmas holiday cooks,13,,
easter candy and gift buyers,13,,
halloween holiday entertainment lovers,13,,
halloween trick or treat shoppers,13,,
purchase intent in beauty and health care,13,,
purchase intent in concert and movie,13,,
purchase intent in electronics and gadgets,13,,
purchase intent in entertainment sector,13,,
purchase intent in financial products,13,,
purchase intent in gift and toys,13,,
purchase intent in home furnishings and appliances,13,,
purchase intent in kids wear,13,,
purchase intent in leather goods,13,,
purchase intent in luxury,13,,
purchase intent in online shopping,13,,
purchase intent in parenting products,13,,
purchase intent in pet care and vet services,13,,
purchase intent in sportswear and accessories,13,,
purchase intent in wearables,13,,
charity passionates,13,,
date nighters,13,,
comics enthusiasts,13,,
online streaming enthusiasts,13,,
party and night club enthusiasts,13,,
sme loan,13,,
graphic and design enthusiasts,13,,
card gamers,13,,
music gamers,13,,
puzzle gamers,13,,
role play gamers,13,,
news and magazines enthusiasts,13,,
outdoor activities enthusiasts,13,,
valica,13,,
diciembre,13,,
frozen novelties & ice cream,13,,
makeup primers,13,,
mascaras,13,,
face powders,13,,
"insect repellents, dehumidifiers, desiccants",13,,
shiseido maquillage,13,,
serums,13,,
hair colors for black hair,13,,
lip colors / lipsticks,13,,
infant foods,13,,
xiv region de los rios,13,,
current conditions,13,,
msft security,13,,
prox,13,,
likely restaurants,13,,
market indicator,13,,
can you hear me now,13,,
military veteran,13,,
_ikea_,13,,
pancake mix,13,,
food & beverage prepared food,13,,
food & beverage snacks,13,,
current provider,13,,
us tmg analytics,13,,
insurance policies,13,,
dentsu,13,,
mdp,13,,
thrifty habits,13,,
mes de nacimiento,13,,
credit enables me to buy the things i want,13,,
us businesses working internationally,13,,
bébé,13,,
meubles,13,,
uae,13,,
eyeota custom,13,,
retargeting_1/30_first,13,,
trump supporter,13,,
retail fitness center clients,13,,
wdr,13,,
msft_business,13,,
large spend increase in last 4 months vs. last year,13,,
consumer seasonal,13,,
20_device_cookie,13,,
craft stores,13,,
intent to visit,13,,
ggates,13,,
market indicators,13,,
lean,13,,
college tier,13,,
number of household members attended college,13,,
medium risk,13,,
20200914,13,,
txhd112,13,,
prop23,13,,
20200924,13,,
antigungrabber,13,,
"weber shandwick, inc",13,,
34999,13,,
male 21,13,,
female 21,13,,
newsletter subscription,13,,
age predictions quality,13,,
health ranks,13,,
at home lifestyle,13,,
6800,13,,
2700,13,,
b2b position function/role,13,,
vacation type,13,,
canned goods soups,13,,
high & medium risk,13,,
"high, medium & low risk",13,,
home roof type,13,,
cpg baby and toddler,13,,
software & online services,13,,
home furnishing stores,13,,
auto parts & repair stores,13,,
data/database,13,,
classe_age_adate,13,,
libresse,13,,
political themes,13,,
education facility,13,,
nl_all_xandr_ds_all_demographic_political,13,,
themes,13,,
pessoas propensas a fazer pos graduacao em diversas areas,13,,
reticle,13,,
discretionary spending income,13,,
car types,13,,
bank brands,13,,
ad receptivity,13,,
favourite holiday type,13,,
internet explorer,12,,
commercial art and graphic design,12,,
sales management,12,,
demand generation,12,,
it management,12,,
"5,001+",12,,
126,12,,
139,12,,
142,12,,
147,12,,
gas brand,12,,
gas brand used most,12,,
brand use,12,,
eye shadow/liner/pencil,12,,
lip stick/lip gloss,12,,
bagels,12,,
vlasic,12,,
tic tac,12,,
utz,12,,
original,12,,
simply orange,12,,
sierra mist,12,,
poland spring,12,,
comet,12,,
purpose,12,,
xtra,12,,
refresh,12,,
brokerage accounts,12,,
youngest child,12,,
cheesecake factory,12,,
computer purchase,12,,
current wireless plan,12,,
domestic travel for personal last 12m,12,,
hampton inn,12,,
employed by others,12,,
disposable,12,,
any trip,12,,
single moms,12,,
imported dinner wine,12,,
andre,12,,
drink beer,12,,
gen y,12,,
frosting,12,,
vocational,12,,
1971,12,,
history channel,12,,
fyi,12,,
local telephone service,12,,
surf,12,,
air freshener,12,,
frontline,12,,
active health management,12,,
feature focus,12,,
comfort suites,12,,
$74k,12,,
household without children,12,,
parents of infants,12,,
computer & technology,12,,
ford flex,12,,
lexus ls,12,,
$500k to $1 million,12,,
children & family,12,,
dieting & weight loss,12,,
singapore browser language,12,,
canada browser language,12,,
france browser language,12,,
germany browser language,12,,
italy browser language,12,,
spain browser language,12,,
united kingdom browser language,12,,
working class,12,,
kotex,12,,
lunchables,12,,
prego,12,,
sensodyne,12,,
tampax,12,,
whiskas,12,,
meat / seafood,12,,
"5,000+",12,,
restaurant frequenters,12,,
fashion followers,12,,
young & hip shoppers,12,,
dual sim phone users,12,,
profit & volunteer,12,,
dice,12,,
meat & seafood,12,,
boats & watercraft,12,,
adult incontinence,12,,
toms of maine,12,,
laxative tablets,12,,
hot cereal/oatmeal,12,,
gifters,12,,
fluor,12,,
zipline net worth,12,,
condominium,12,,
zipline age,12,,
mental health,12,,
womens activewear or yoga,12,,
all quick serve,12,,
arts  and  crafts stores,12,,
"box, club  and  superstores",12,,
kitchen equipment and accessories,12,,
black friday / cyber monday,12,,
"big box, club  and  superstores",12,,
homeownership,12,,
ktm,12,,
buell,12,,
racing cycle,12,,
bl,12,,
sectorlink,12,,
winston,12,,
crv,12,,
passport,12,,
accountants,12,,
atlas,12,,
ticketmaster,12,,
tugltd_brand_response,12,,
special education,12,,
chinese cuisine,12,,
sleep disorders,12,,
board games/puzzles,12,,
genealogy,12,,
pro basketball,12,,
databases,12,,
linux,12,,
top 10% reach,12,,
top 25% reach,12,,
top 35% reach,12,,
top 50% reach,12,,
top 75% reach,12,,
home audio,12,,
living room furniture,12,,
desks,12,,
technology information,12,,
bulgaria,12,,
spring cleaners,12,,
search engines & internet portals,12,,
gen y / millennials,12,,
audi a7,12,,
bmw 4 series,12,,
cadillac xt5,12,,
entertainment venues,12,,
zappos,12,,
price comparison,12,,
parenting & family,12,,
business & productivity,12,,
electronic arts,12,,
blizzard entertainment,12,,
queensland,12,,
sucre,12,,
norfolk,12,,
amc theatres,12,,
urban decay,12,,
u.s. soccer,12,,
international soccer,12,,
professional football,12,,
professional basketball,12,,
mid size truck,12,,
money market account,12,,
"agriculture, forestry, fishing and hunting",12,,
"religious, grantmaking, civic, professional, and similar organizations",12,,
$500+,12,,
student loan,12,,
tastic,12,,
truetouch touch,12,,
estimated loan,12,,
value ratio,12,,
hard,12,,
trips,12,,
discount tire,12,,
highest level of education,12,,
new york & company,12,,
lord & taylor,12,,
giant food stores,12,,
winn,12,,
orthopedic,12,,
home shoppers,12,,
lobbyists,12,,
elections,12,,
major league baseball,12,,
mom,12,,
ban,12,,
cnn en espanol,12,,
suits,12,,
integra,12,,
deville,12,,
uplander,12,,
contour,12,,
crown victoria,12,,
is 250,12,,
cougar,12,,
villager,12,,
g6,12,,
torrent,12,,
oil & gas extraction,12,,
political causes,12,,
affluent empty nesters,12,,
merchandise buyers,12,,
premium multibuyer behaviors,12,,
iphone owner,12,,
ps3,12,,
vr,12,,
lids,12,,
national geographic,12,,
pottery barn kids,12,,
women's outerwear,12,,
"transportation, communication, electric, gas, & sanitary services",12,,
kenmore,12,,
dewalt,12,,
summer shopping,12,,
women's suiting,12,,
house of fraser,12,,
l brands,12,,
tk maxx,12,,
arts & crafts/gifts shoppers,12,,
montblanc,12,,
compressed natural gas,12,,
m5,12,,
m6,12,,
z4,12,,
xts,12,,
e class,12,,
santa fe sport,12,,
g20,12,,
hombre,12,,
es 350,12,,
tribute,12,,
mountaineer,12,,
eight,12,,
laser,12,,
range rover sport,12,,
mfdu,12,,
sfdu,12,,
"$149,000",12,,
"$199,000",12,,
guam,12,,
auto service buyers,12,,
ages 70,12,,
comptroller,12,,
medical doctor/physician,12,,
ncaa march madness,12,,
sport cars,12,,
receptionist,12,,
lada,12,,
ssangyong,12,,
anniversary,12,,
town & country,12,,
hybrid car,12,,
luxury cuv,12,,
sporty,12,,
11th district,12,,
motivating message,12,,
weekly supermarket spend,12,,
300k,12,,
ipsos affluent survey data,12,,
teenagers,12,,
location & geo,12,,
personal travel,12,,
nutritional supplements,12,,
gevalia,12,,
bags/loose,12,,
facial,12,,
airborne,12,,
dry packaged dinners,12,,
glutino,12,,
c14,12,,
f28,12,,
10 employees,12,,
gx,12,,
dry mixes,12,,
total number of vehicles,12,,
total vehicles aged 0,12,,
small truck,12,,
infinity,12,,
age 0,12,,
surveyor,12,,
hospitals & clinics,12,,
email & messaging,12,,
brokers,12,,
web technology widgets,12,,
broadcast networks,12,,
projectors,12,,
videogames,12,,
webcams,12,,
gourmet food,12,,
writing instruments,12,,
apartment hunters,12,,
accessory,12,,
tv & home theater,12,,
"pipelines, except natural gas",12,,
completed graduate school,12,,
bookkeeper,12,,
exec/upper mgmt,12,,
firefighter,12,,
machinist,12,,
social worker/case worker,12,,
cruise vacations,12,,
4 runner,12,,
industry specific,12,,
plus size,12,,
rank,12,,
specialist,12,,
facilities manager,12,,
economical purchasers,12,,
otc medicine/cough & cold,12,,
entertainment enthusiasts,12,,
paralegal,12,,
locksmith,12,,
auto owner,12,,
satellite,12,,
military history,12,,
women's jeans,12,,
employment level,12,,
accounting & finance,12,,
veterans causes,12,,
swimming pools & spas,12,,
frankfurt,12,,
brussels,12,,
shanghai,12,,
honolulu,12,,
trendsetter,12,,
family tourism,12,,
adventure tourism,12,,
subaru crosstrek,12,,
mother's day shoppers,12,,
own a nissan,12,,
own a honda,12,,
superstore,12,,
central africa,12,,
maldives,12,,
western asia,12,,
russian federation,12,,
troy,12,,
helena,12,,
fresno,12,,
panama city,12,,
pensacola,12,,
cambridge,12,,
cumberland,12,,
grand rapids,12,,
mankato,12,,
meridian,12,,
corning,12,,
wilson,12,,
erie,12,,
lawrenceburg,12,,
longview,12,,
pasco,12,,
optical,12,,
listing price,12,,
5 or more,12,,
boys,12,,
undergarments,12,,
portable,12,,
building toys,12,,
hand tools,12,,
dishwashers,12,,
emirates airline,12,,
osaka,12,,
doh,12,,
tpe,12,,
hel,12,,
frankfurt/main,12,,
us virgin islands,12,,
calgary,12,,
psa,12,,
day trip,12,,
saturday stays,12,,
14 nights,12,,
career improvement and advice,12,,
vitamins and supplements,12,,
tennis and racquet sports,12,,
south park,12,,
american horror story,12,,
homeland,12,,
aramark,12,,
avaya,12,,
united technologies,12,,
medtronic,12,,
principal financial group,12,,
qualcomm,12,,
quest diagnostics,12,,
simon property group,12,,
eco friendly,12,,
proxama,12,,
casual dining restaurant,12,,
response code,12,,
music concerts and festivals,12,,
children stores,12,,
tech news readers,12,,
papa john's pizza,12,,
classic films,12,,
documentary films,12,,
family films,12,,
real estate listings,12,,
motorcycle racing,12,,
australian football,12,,
dressbarn,12,,
gander mountain,12,,
event ticket sales,12,,
water sports equipment,12,,
aquarius,12,,
budget rent a car,12,,
pacsun,12,,
toms,12,,
men's underwear,12,,
25 to 34,12,,
35 to 44,12,,
cosmetics & care,12,,
$37,12,,
$19,12,,
$46,12,,
fha,12,,
woman owned,12,,
luxury crossovers,12,,
buying a home,12,,
sports & racing,12,,
ds & 3ds,12,,
senior travel,12,,
telephone provider,12,,
lululemon,12,,
average risk,12,,
very low risk,12,,
disinterested investors,12,,
unconcerned investors,12,,
investor groups,12,,
nature lovers,12,,
quit smoking,12,,
purchase method,12,,
trains,12,,
liz claiborne,12,,
fendi,12,,
madewell,12,,
tag heuer,12,,
valentino,12,,
kenwood,12,,
remington,12,,
rubbermaid,12,,
schwinn,12,,
avery,12,,
digital cameras,12,,
recipes & cooking,12,,
claro,12,,
appnexus bonava,12,,
hochschule fresenius bachelor,12,,
hochschule fresenius master,12,,
verlag products,12,,
berkshire hathaway,12,,
younger years,12,,
subaru wrx,12,,
25 hr/week,12,,
upper mid,12,,
ville,12,,
jos a bank,12,,
modells,12,,
williams sonoma,12,,
the sports authority,12,,
rooms to go,12,,
casino activity,12,,
family fun,12,,
mazda mx,12,,
exxonmobil,12,,
nutella,12,,
we,12,,
3p test,12,,
irving,12,,
golden,12,,
audience for realtor program,12,,
ext,12,,
clicks,12,,
very,12,,
cape,12,,
dest,12,,
magnetic,12,,
silverscript,12,,
nmautowhhiqualifier,12,,
competitivebrandbuyers,12,,
incl. chicago,12,,
san francisco bay area,12,,
sports vertical,12,,
ces,12,,
3 comfortable communities,12,,
management channel,12,,
us politics & society,12,,
product adoption lifecycle,12,,
accenture,12,,
century 21,12,,
fannie mae,12,,
m&t bank,12,,
merck,12,,
housing size,12,,
checkers,12,,
zaxbys,12,,
big data,12,,
karaoke,12,,
transport hubs,12,,
tex,12,,
value conscious,12,,
amc networks,12,,
xfinity,12,,
wearable technology,12,,
land value,12,,
total land and home improvement value,12,,
home improvement value,12,,
$150,12,,
99%,12,,
agosto,12,,
by employee size,12,,
by sales volume,12,,
intermarche,12,,
bj's,12,,
craftsman / blue collar,12,,
upcoming retirees,12,,
time since mortgage taken,12,,
atrial fibrillation,12,,
heating fuel type,12,,
airline purchasers,12,,
home improvement store purchasers,12,,
up shoppers,12,,
summer seasonal shoppers,12,,
office supply store purchasers,12,,
drug store & pharmacy purchasers,12,,
football players,12,,
insured,12,,
soap & body wash purchasers,12,,
pet store purchasers,12,,
music genre preference,12,,
x series,12,,
i3,12,,
hot cooking sauce,12,,
"ambient, private label",12,,
dairy based desserts,12,,
non cola,12,,
milk animal,12,,
oils edible,12,,
potato,12,,
tampons,12,,
toilet cleaners/fresheners,12,,
tooth cleaning,12,,
cream/gel/liquid/paste,12,,
natural teeth,12,,
declared family,12,,
congressional district 11,12,,
outdoor sports buyers,12,,
mothers day shoppers,12,,
acquired,12,,
"eye shadow, liner",12,,
"oral care, shaving, skin care",12,,
online games and consoles,12,,
language courses,12,,
house and apartment rentals,12,,
pregnant,12,,
strongly agree,12,,
full time student,12,,
sports goods,12,,
eating and drinking places,12,,
channel track,12,,
massage therapy,12,,
office services,12,,
electronic components,12,,
government grants,12,,
adventure games,12,,
religion & belief,12,,
software developers,12,,
beauty enthusiasts,12,,
nest,12,,
riz,12,,
gateaux,12,,
bonduelle,12,,
cuits,12,,
carrefour market,12,,
marisco,12,,
face creams,12,,
bathroom accessories,12,,
median hh income range,12,,
donor to,12,,
vp vice president,12,,
it staff,12,,
jarred & packaged,12,,
eye/vsn,12,,
sales and marketing trends,12,,
ethnicity group,12,,
board games and puzzles,12,,
ethnic minority group,12,,
pain management,12,,
quality manager,12,,
chevrolet tahoe,12,,
ashanti,12,,
cinnabon,12,,
clinical,12,,
production manager,12,,
tongan,12,,
compliance manager,12,,
slovakian,12,,
grooms to be,12,,
chevrolet equinox,12,,
accounting and finance,12,,
cfp,12,,
cpg buystyles,12,,
summer sales event buyer,12,,
response,12,,
hardee's,12,,
political view,12,,
nordic countries,12,,
right,12,,
exclusion_all,12,,
solution,12,,
terrorism,12,,
duane reade,12,,
kirghiz,12,,
ethnic_minority_group,12,,
1q16,12,,
700,12,,
white wine,12,,
chevrolet suburban,12,,
payroll/benefits/compensation,12,,
single family dwelling unit,12,,
mens accessories,12,,
systems analyst,12,,
non profit,12,,
bulgari,12,,
lumber and wood products,12,,
krystal,12,,
web content management system,12,,
wcms,12,,
mortgage loan type,12,,
web series,12,,
security information and event management,12,,
physician assistants,12,,
construction_and_maintenance,12,,
food and trash bags,12,,
ethnic foods,12,,
lcd tv,12,,
canned and bottled tea,12,,
car age,12,,
gynecology,12,,
medical offices and clinics,12,,
deodorant bar soap,12,,
coffee connoisseurs,12,,
home furniture and furnishing,12,,
foundation make up,12,,
colgate brands,12,,
starbucks brands,12,,
tostitos brands,12,,
lipton brands,12,,
womens clothing & apparel,12,,
suave brands,12,,
gatorade brands,12,,
dole brands,12,,
first aid category,12,,
campbells brands,12,,
was,12,,
kleenex brands,12,,
ida brands,12,,
green giant brands,12,,
potential equity,12,,
crest brands,12,,
eye care category,12,,
adult incontinence category,12,,
b2c predictive signals,12,,
cookies 30 days,12,,
over audience a,12,,
technophiles,12,,
acxm media,12,,
home decor shoppers,12,,
journeys,12,,
seaworld,12,,
games and gaming,12,,
google home,12,,
when acquired,12,,
retail shopper segments,12,,
babymarkt.de,12,,
tommyhilfiger,12,,
debit card spenders,12,,
webinar,12,,
checking accounts,12,,
consumer classification,12,,
outdoor life,12,,
second screen behaviour,12,,
maps & navigation,12,,
220,12,,
competitor conquesting,12,,
naturesbounty,12,,
living & garden,12,,
private health insurance,12,,
mena,12,,
fmb/pab,12,,
australia browser language,12,,
r&s electrotechnik,12,,
liquidm,12,,
alerts,12,,
sikich,12,,
aoluxsportenthusiastrrs,12,,
lan connections,12,,
sb,12,,
mb,12,,
camping equipment,12,,
female / women,12,,
vitoria,12,,
ncaa fans,12,,
parents of college students,12,,
presence of adult,12,,
dips and spreads,12,,
iphone 7,12,,
robinhood,12,,
iphone x,12,,
family couples & singles,12,,
nature's,12,,
stadiums,12,,
network products,12,,
wealthcomplete total investable assets,12,,
jib,12,,
gant,12,,
female 65+,12,,
bank visitors,12,,
beauty & wellness enthusiasts,12,,
blimpie,12,,
job seeking,12,,
cruiser,12,,
tidy,12,,
fpace,12,,
marketwise,12,,
profils d'acheteurs,12,,
optimisticproviders,12,,
mes de aniversario,12,,
nut,12,,
gemini,12,,
leo,12,,
broadband internet service providers,12,,
livres,12,,
home accessories,12,,
pet supply shoppers,12,,
motorcycle in market,12,,
fy19q3,12,,
"camry, rav4, tacoma",12,,
size van,12,,
comportementachat,12,,
microsoft products,12,,
casa,12,,
201808_12,12,,
zone,12,,
symphony,12,,
lovers_b2b_hd_estilo,12,,
oct 2018,12,,
manuf,12,,
dog parks,12,,
all sizes,12,,
other sizes,12,,
lrc_dds_appnexus_blackrock,12,,
american made,12,,
$20_experian,12,,
c11,12,,
autotrader canada,12,,
e21,12,,
crosswalk,12,,
54_experian,12,,
foster,12,,
works,12,,
weekend warriors,12,,
health enthusiasts,12,,
visite sito,12,,
company product,12,,
peak,12,,
52w,12,,
tq,12,,
approved,12,,
optics,12,,
walgreens_3rd,12,,
abs2,12,,
rhin,12,,
eure,12,,
market traveler,12,,
plc,12,,
cars in household,12,,
50,12,,
d14,12,,
01 online mosaic,12,,
012 gdr international,12,,
"$5,000+",12,,
p$ycle lifestage group,12,,
peter,12,,
login,12,,
confirmacion,12,,
400 indonesian achievers,12,,
acid reflux,12,,
11 tv,12,,
home and contents,12,,
books and stationary,12,,
union members,12,,
tax shelter model,12,,
political viewing on tv,12,,
online gambling,12,,
813950,12,,
liebe_home,12,,
retailer_3rd,12,,
808695_la_lafayette_dsld_homes_,12,,
iphone 8,12,,
air france,12,,
four seasons,12,,
exotic destination,12,,
eat24,12,,
grow,12,,
aarp2019,12,,
viralcontent,12,,
prog mechs,12,,
elvis,12,,
espectaculos,12,,
emetriq interest,12,,
emetriq education,12,,
carbonated soda,12,,
lifestyle changes,12,,
brew,12,,
medio,12,,
mirai,12,,
total users,12,,
eventos,12,,
operating,12,,
ridge,12,,
health conditions and treatments,12,,
conexance consumer,12,,
science & math professors,12,,
ira,12,,
teen driver,12,,
culture and arts,12,,
outdoor activity,12,,
rally racing,12,,
ceara,12,,
children in home,12,,
ages 75+,12,,
mobile wallets and digital payments,12,,
incl. paypal,12,,
dining by daypart,12,,
home and garden stores,12,,
diet and fitness,12,,
fair profitability,12,,
good profitability,12,,
all categories,12,,
insurance company,12,,
education and careers,12,,
tracking,12,,
caregiver,12,,
eye cosmetics,12,,
liquid laundry detergent,12,,
refrigerated sliced lunchmeat,12,,
environmental donors,12,,
ubereats,12,,
corporate information,12,,
emirates,12,,
canplay,12,,
likely television provider,12,,
expiration month,12,,
likely apparel type,12,,
likely influenced to purchase athletic shoe store footwear,12,,
likely small appliance purchase type,12,,
unknown gender,12,,
back to school item shopping channel,12,,
likely household membership,12,,
overnight packages/letter delivery services,12,,
likely retirement/college savings plan ownership,12,,
self prepare user,12,,
professional service prepare user,12,,
entertainment and media,12,,
q180443,12,,
real estate for rent,12,,
sony smartphone,12,,
samsung galaxy note series,12,,
q180565,12,,
3rd_q181914_scj_media_5,12,,
naturesintent,12,,
industry sector,12,,
population employment,12,,
mosaic uk 7 group,12,,
pension value,12,,
caress_women's,12,,
ethical industry,12,,
tablets and smartphones,12,,
"hotels, resorts and restaurants",12,,
"media, arts and entertainment",12,,
eye wear,12,,
"engineering, architecture and design",12,,
"professional, technical and trade schools",12,,
interior decoration,12,,
allmembers,12,,
deja,12,,
12mois,12,,
likely business travel,12,,
used blower trucks,12,,
technologists technicians & other technical service providers,12,,
island,12,,
3rd_q193486_scj_media_6,12,,
3rd_q193487_scj_media_6,12,,
shopped past 7 days,12,,
lifestyle characteristics,12,,
party_q181149_c&d_a&h_cat,12,,
addict,12,,
5.20.19_3p,12,,
5.20.19,12,,
may 2019_aaaza,12,,
may 2019,12,,
romantic comedy,12,,
art & entertainment,12,,
gi.hearts&science.apn.directv.gi.n.lb.jrd,12,,
finejewelrypurchasers,12,,
backtocampus,12,,
cp visits,12,,
campaigns,12,,
_j&j he women's world cup event,12,,
party_q196728_megamex,12,,
aqua,12,,
verified audience,12,,
12 reise kantar forbruker and media,12,,
19 travel kantar sifo,12,,
